"Step","pca_resnet - episode_reward","pca_resnet - episode_reward__MIN","pca_resnet - episode_reward__MAX","complete_frozen_low_lr - episode_reward","complete_frozen_low_lr - episode_reward__MIN","complete_frozen_low_lr - episode_reward__MAX","cnn_scratch - episode_reward","cnn_scratch - episode_reward__MIN","cnn_scratch - episode_reward__MAX"
"76926","","","","","","","","",""
"76979","","","","","","","","",""
"76992","","","","","","","","",""
"77028","","","","","","","","",""
"77029","","","","","","","","",""
"77043","","","","","","","","",""
"77078","","","","","","","","",""
"77098","","","","","","","","",""
"77121","","","","","","","","",""
"77126","","","","","","","","",""
"77173","","","","","","","","",""
"77174","","","","","","","","",""
"77186","","","","","","","","",""
"77189","","","","","","","","",""
"77233","","","","","","","","",""
"77244","","","","","","","","",""
"77255","","","","","","","","",""
"77292","","","","","","","","",""
"77299","","","","","","","","",""
"77329","","","","","","","","",""
"77353","","","","","","","","",""
"77361","","","","","","","","",""
"77367","","","","","","","","",""
"77369","","","","","","","","",""
"77400","","","","","","","","",""
"77401","","","","","","","","",""
"77404","","","","","","","","",""
"77411","","","","","","","","",""
"77442","","","","","","","","",""
"77453","","","","","","","","",""
"77463","","","","","","","","",""
"77480","","","","","","","","",""
"77486","","","","","","","","",""
"77489","","","","","","","","",""
"77503","","","","","","","","",""
"77534","","","","","","","","",""
"77550","","","","","","","","",""
"77552","","","","","","","","",""
"77558","","","","","","","","",""
"77572","","","","","","","","",""
"77575","","","","","","","","",""
"77578","","","","","","","","",""
"77614","","","","","","","","",""
"77628","","","","","","","","",""
"77659","","","","","","","","",""
"77671","","","","","","","","",""
"77699","","","","","","","","",""
"77725","","","","","","","","",""
"77732","","","","","","","","",""
"77757","","","","","","","","",""
"77780","","","","","","","","",""
"77832","","","","","","","","",""
"77854","","","","","","","","",""
"77856","","","","","","","","",""
"77877","","","","","","","","",""
"77897","","","","","","","","",""
"77899","0.2974922825944333","0.2974922825944333","0.2974922825944333","0.35850536259089355","0.35850536259089355","0.35850536259089355","0.07311418243353157","0.07311418243353157","0.07311418243353157"
"77926","","","","","","","","",""
"77946","","","","","","","","",""
"78023","","","","","","","","",""
"78036","","","","","","","","",""
"78040","","","","","","","","",""
"78048","","","","","","","","",""
"78055","","","","","","","","",""
"78074","","","","","","","","",""
"78106","","","","","","","","",""
"78114","","","","","","","","",""
"78127","","","","","","","","",""
"78146","","","","","","","","",""
"78170","","","","","","","","",""
"78175","","","","","","","","",""
"78271","","","","","","","","",""
"78295","","","","","","","","",""
"78312","","","","","","","","",""
"78316","","","","","","","","",""
"78319","","","","","","","","",""
"78336","","","","","","","","",""
"78339","","","","","","","","",""
"78349","","","","","","","","",""
"78364","","","","","","","","",""
"78368","","","","","","","","",""
"78377","","","","","","","","",""
"78388","","","","","","","","",""
"78433","","","","","","","","",""
"78454","","","","","","","","",""
"78456","","","","","","","","",""
"78459","","","","","","","","",""
"78480","","","","","","","","",""
"78503","","","","","","","","",""
"78514","","","","","","","","",""
"78516","","","","","","","","",""
"78605","","","","","","","","",""
"78611","","","","","","","","",""
"78619","","","","","","","","",""
"78647","","","","","","","","",""
"78682","","","","","","","","",""
"78690","","","","","","","","",""
"78731","","","","","","","","",""
"78765","","","","","","","","",""
"78809","","","","","","","","",""
"78831","","","","","","","","",""
"78837","","","","","","","","",""
"78842","","","","","","","","",""
"78857","","","","","","","","",""
"78881","","","","","","","","",""
"78886","","","","","","","","",""
"78897","","","","","","","","",""
"78919","","","","","","","","",""
"78924","0.20581254263755647","0.20581254263755647","0.20581254263755647","0.35495882702441817","0.35495882702441817","0.35495882702441817","0.08434773638870852","0.08434773638870852","0.08434773638870852"
"78963","","","","","","","","",""
"79006","","","","","","","","",""
"79020","","","","","","","","",""
"79021","","","","","","","","",""
"79062","","","","","","","","",""
"79071","","","","","","","","",""
"79075","","","","","","","","",""
"79081","","","","","","","","",""
"79085","","","","","","","","",""
"79111","","","","","","","","",""
"79117","","","","","","","","",""
"79125","","","","","","","","",""
"79196","","","","","","","","",""
"79262","","","","","","","","",""
"79268","","","","","","","","",""
"79291","","","","","","","","",""
"79303","","","","","","","","",""
"79305","","","","","","","","",""
"79336","","","","","","","","",""
"79345","","","","","","","","",""
"79378","","","","","","","","",""
"79396","","","","","","","","",""
"79399","","","","","","","","",""
"79415","","","","","","","","",""
"79434","","","","","","","","",""
"79443","","","","","","","","",""
"79458","","","","","","","","",""
"79459","","","","","","","","",""
"79484","","","","","","","","",""
"79506","","","","","","","","",""
"79517","","","","","","","","",""
"79523","","","","","","","","",""
"79533","","","","","","","","",""
"79558","","","","","","","","",""
"79559","","","","","","","","",""
"79568","","","","","","","","",""
"79573","","","","","","","","",""
"79620","","","","","","","","",""
"79647","","","","","","","","",""
"79649","","","","","","","","",""
"79672","","","","","","","","",""
"79682","","","","","","","","",""
"79686","","","","","","","","",""
"79693","","","","","","","","",""
"79702","","","","","","","","",""
"79709","","","","","","","","",""
"79722","","","","","","","","",""
"79726","","","","","","","","",""
"79780","","","","","","","","",""
"79783","","","","","","","","",""
"79845","","","","","","","","",""
"79865","","","","","","","","",""
"79875","","","","","","","","",""
"79921","","","","","","","","",""
"79932","","","","","","","","",""
"79937","","","","","","","","",""
"79949","0.18685698038407103","0.18685698038407103","0.18685698038407103","0.3177723900959158","0.3177723900959158","0.3177723900959158","0.11409578474435918","0.11409578474435918","0.11409578474435918"
"79954","","","","","","","","",""
"79978","","","","","","","","",""
"80019","","","","","","","","",""
"80026","","","","","","","","",""
"80035","","","","","","","","",""
"80065","","","","","","","","",""
"80117","","","","","","","","",""
"80133","","","","","","","","",""
"80135","","","","","","","","",""
"80178","","","","","","","","",""
"80230","","","","","","","","",""
"80248","","","","","","","","",""
"80316","","","","","","","","",""
"80322","","","","","","","","",""
"80333","","","","","","","","",""
"80335","","","","","","","","",""
"80344","","","","","","","","",""
"80345","","","","","","","","",""
"80360","","","","","","","","",""
"80374","","","","","","","","",""
"80396","","","","","","","","",""
"80403","","","","","","","","",""
"80407","","","","","","","","",""
"80444","","","","","","","","",""
"80453","","","","","","","","",""
"80458","","","","","","","","",""
"80478","","","","","","","","",""
"80481","","","","","","","","",""
"80487","","","","","","","","",""
"80501","","","","","","","","",""
"80516","","","","","","","","",""
"80554","","","","","","","","",""
"80589","","","","","","","","",""
"80592","","","","","","","","",""
"80595","","","","","","","","",""
"80602","","","","","","","","",""
"80616","","","","","","","","",""
"80619","","","","","","","","",""
"80664","","","","","","","","",""
"80674","","","","","","","","",""
"80683","","","","","","","","",""
"80701","","","","","","","","",""
"80795","","","","","","","","",""
"80812","","","","","","","","",""
"80817","","","","","","","","",""
"80886","","","","","","","","",""
"80927","","","","","","","","",""
"80944","","","","","","","","",""
"80952","","","","","","","","",""
"80974","0.17915960704524214","0.17915960704524214","0.17915960704524214","0.34663055339919085","0.34663055339919085","0.34663055339919085","0.1594986115272142","0.1594986115272142","0.1594986115272142"
"81025","","","","","","","","",""
"81035","","","","","","","","",""
"81046","","","","","","","","",""
"81048","","","","","","","","",""
"81077","","","","","","","","",""
"81133","","","","","","","","",""
"81139","","","","","","","","",""
"81149","","","","","","","","",""
"81178","","","","","","","","",""
"81184","","","","","","","","",""
"81185","","","","","","","","",""
"81197","","","","","","","","",""
"81270","","","","","","","","",""
"81277","","","","","","","","",""
"81280","","","","","","","","",""
"81291","","","","","","","","",""
"81298","","","","","","","","",""
"81325","","","","","","","","",""
"81347","","","","","","","","",""
"81402","","","","","","","","",""
"81442","","","","","","","","",""
"81452","","","","","","","","",""
"81480","","","","","","","","",""
"81481","","","","","","","","",""
"81491","","","","","","","","",""
"81496","","","","","","","","",""
"81518","","","","","","","","",""
"81534","","","","","","","","",""
"81547","","","","","","","","",""
"81553","","","","","","","","",""
"81555","","","","","","","","",""
"81564","","","","","","","","",""
"81582","","","","","","","","",""
"81599","","","","","","","","",""
"81629","","","","","","","","",""
"81632","","","","","","","","",""
"81668","","","","","","","","",""
"81721","","","","","","","","",""
"81762","","","","","","","","",""
"81777","","","","","","","","",""
"81794","","","","","","","","",""
"81809","","","","","","","","",""
"81819","","","","","","","","",""
"81825","","","","","","","","",""
"81856","","","","","","","","",""
"81886","","","","","","","","",""
"81948","","","","","","","","",""
"81968","","","","","","","","",""
"81981","","","","","","","","",""
"81999","0.3565322699052046","0.3565322699052046","0.3565322699052046","0.36860810403317346","0.36860810403317346","0.36860810403317346","0.21251855095980582","0.21251855095980582","0.21251855095980582"
"82017","","","","","","","","",""
"82056","","","","","","","","",""
"82077","","","","","","","","",""
"82085","","","","","","","","",""
"82088","","","","","","","","",""
"82089","","","","","","","","",""
"82096","","","","","","","","",""
"82103","","","","","","","","",""
"82113","","","","","","","","",""
"82126","","","","","","","","",""
"82168","","","","","","","","",""
"82175","","","","","","","","",""
"82181","","","","","","","","",""
"82189","","","","","","","","",""
"82195","","","","","","","","",""
"82196","","","","","","","","",""
"82214","","","","","","","","",""
"82227","","","","","","","","",""
"82252","","","","","","","","",""
"82334","","","","","","","","",""
"82346","","","","","","","","",""
"82353","","","","","","","","",""
"82363","","","","","","","","",""
"82374","","","","","","","","",""
"82381","","","","","","","","",""
"82391","","","","","","","","",""
"82400","","","","","","","","",""
"82421","","","","","","","","",""
"82448","","","","","","","","",""
"82468","","","","","","","","",""
"82473","","","","","","","","",""
"82487","","","","","","","","",""
"82497","","","","","","","","",""
"82500","","","","","","","","",""
"82517","","","","","","","","",""
"82523","","","","","","","","",""
"82557","","","","","","","","",""
"82568","","","","","","","","",""
"82574","","","","","","","","",""
"82585","","","","","","","","",""
"82593","","","","","","","","",""
"82603","","","","","","","","",""
"82610","","","","","","","","",""
"82627","","","","","","","","",""
"82646","","","","","","","","",""
"82678","","","","","","","","",""
"82681","","","","","","","","",""
"82683","","","","","","","","",""
"82686","","","","","","","","",""
"82726","","","","","","","","",""
"82751","","","","","","","","",""
"82753","","","","","","","","",""
"82770","","","","","","","","",""
"82773","","","","","","","","",""
"82790","","","","","","","","",""
"82806","","","","","","","","",""
"82831","","","","","","","","",""
"82871","","","","","","","","",""
"82925","","","","","","","","",""
"82936","","","","","","","","",""
"82937","","","","","","","","",""
"82954","","","","","","","","",""
"83018","","","","","","","","",""
"83024","0.4267612459754156","0.4267612459754156","0.4267612459754156","0.32322668676971755","0.32322668676971755","0.32322668676971755","0.20733161204051548","0.20733161204051548","0.20733161204051548"
"83033","","","","","","","","",""
"83037","","","","","","","","",""
"83039","","","","","","","","",""
"83045","","","","","","","","",""
"83083","","","","","","","","",""
"83120","","","","","","","","",""
"83122","","","","","","","","",""
"83123","","","","","","","","",""
"83124","","","","","","","","",""
"83142","","","","","","","","",""
"83171","","","","","","","","",""
"83178","","","","","","","","",""
"83191","","","","","","","","",""
"83212","","","","","","","","",""
"83259","","","","","","","","",""
"83269","","","","","","","","",""
"83273","","","","","","","","",""
"83281","","","","","","","","",""
"83291","","","","","","","","",""
"83297","","","","","","","","",""
"83301","","","","","","","","",""
"83304","","","","","","","","",""
"83341","","","","","","","","",""
"83360","","","","","","","","",""
"83376","","","","","","","","",""
"83379","","","","","","","","",""
"83399","","","","","","","","",""
"83422","","","","","","","","",""
"83428","","","","","","","","",""
"83442","","","","","","","","",""
"83444","","","","","","","","",""
"83461","","","","","","","","",""
"83480","","","","","","","","",""
"83501","","","","","","","","",""
"83505","","","","","","","","",""
"83510","","","","","","","","",""
"83512","","","","","","","","",""
"83513","","","","","","","","",""
"83517","","","","","","","","",""
"83523","","","","","","","","",""
"83537","","","","","","","","",""
"83540","","","","","","","","",""
"83541","","","","","","","","",""
"83546","","","","","","","","",""
"83571","","","","","","","","",""
"83601","","","","","","","","",""
"83615","","","","","","","","",""
"83616","","","","","","","","",""
"83641","","","","","","","","",""
"83679","","","","","","","","",""
"83686","","","","","","","","",""
"83710","","","","","","","","",""
"83714","","","","","","","","",""
"83729","","","","","","","","",""
"83741","","","","","","","","",""
"83752","","","","","","","","",""
"83774","","","","","","","","",""
"83778","","","","","","","","",""
"83790","","","","","","","","",""
"83814","","","","","","","","",""
"83829","","","","","","","","",""
"83833","","","","","","","","",""
"83854","","","","","","","","",""
"83915","","","","","","","","",""
"83947","","","","","","","","",""
"83953","","","","","","","","",""
"83998","","","","","","","","",""
"84008","","","","","","","","",""
"84034","","","","","","","","",""
"84049","0.3788822182499062","0.3788822182499062","0.3788822182499062","0.3259469471334274","0.3259469471334274","0.3259469471334274","0.23325965033752646","0.23325965033752646","0.23325965033752646"
"84080","","","","","","","","",""
"84085","","","","","","","","",""
"84089","","","","","","","","",""
"84103","","","","","","","","",""
"84123","","","","","","","","",""
"84126","","","","","","","","",""
"84132","","","","","","","","",""
"84145","","","","","","","","",""
"84146","","","","","","","","",""
"84157","","","","","","","","",""
"84167","","","","","","","","",""
"84169","","","","","","","","",""
"84173","","","","","","","","",""
"84189","","","","","","","","",""
"84204","","","","","","","","",""
"84231","","","","","","","","",""
"84259","","","","","","","","",""
"84269","","","","","","","","",""
"84298","","","","","","","","",""
"84371","","","","","","","","",""
"84386","","","","","","","","",""
"84393","","","","","","","","",""
"84396","","","","","","","","",""
"84410","","","","","","","","",""
"84426","","","","","","","","",""
"84465","","","","","","","","",""
"84475","","","","","","","","",""
"84496","","","","","","","","",""
"84510","","","","","","","","",""
"84521","","","","","","","","",""
"84525","","","","","","","","",""
"84543","","","","","","","","",""
"84544","","","","","","","","",""
"84560","","","","","","","","",""
"84569","","","","","","","","",""
"84611","","","","","","","","",""
"84629","","","","","","","","",""
"84648","","","","","","","","",""
"84658","","","","","","","","",""
"84659","","","","","","","","",""
"84668","","","","","","","","",""
"84705","","","","","","","","",""
"84728","","","","","","","","",""
"84731","","","","","","","","",""
"84738","","","","","","","","",""
"84747","","","","","","","","",""
"84767","","","","","","","","",""
"84783","","","","","","","","",""
"84790","","","","","","","","",""
"84825","","","","","","","","",""
"84836","","","","","","","","",""
"84889","","","","","","","","",""
"84906","","","","","","","","",""
"84923","","","","","","","","",""
"85007","","","","","","","","",""
"85061","","","","","","","","",""
"85074","0.483741640220027","0.483741640220027","0.483741640220027","0.35312620223043995","0.35312620223043995","0.35312620223043995","0.2373944589532262","0.2373944589532262","0.2373944589532262"
"85110","","","","","","","","",""
"85117","","","","","","","","",""
"85120","","","","","","","","",""
"85152","","","","","","","","",""
"85160","","","","","","","","",""
"85162","","","","","","","","",""
"85176","","","","","","","","",""
"85192","","","","","","","","",""
"85239","","","","","","","","",""
"85245","","","","","","","","",""
"85271","","","","","","","","",""
"85273","","","","","","","","",""
"85288","","","","","","","","",""
"85314","","","","","","","","",""
"85318","","","","","","","","",""
"85352","","","","","","","","",""
"85409","","","","","","","","",""
"85452","","","","","","","","",""
"85578","","","","","","","","",""
"85599","","","","","","","","",""
"85603","","","","","","","","",""
"85666","","","","","","","","",""
"85692","","","","","","","","",""
"85719","","","","","","","","",""
"85754","","","","","","","","",""
"85761","","","","","","","","",""
"85776","","","","","","","","",""
"85796","","","","","","","","",""
"85844","","","","","","","","",""
"85861","","","","","","","","",""
"85904","","","","","","","","",""
"85968","","","","","","","","",""
"85986","","","","","","","","",""
"86004","","","","","","","","",""
"86021","","","","","","","","",""
"86054","","","","","","","","",""
"86061","","","","","","","","",""
"86083","","","","","","","","",""
"86096","","","","","","","","",""
"86099","0.4513851925836241","0.4513851925836241","0.4513851925836241","0.3503061771414606","0.3503061771414606","0.3503061771414606","0.07230881271936317","0.07230881271936317","0.07230881271936317"
"86108","","","","","","","","",""
"86141","","","","","","","","",""
"86166","","","","","","","","",""
"86167","","","","","","","","",""
"86170","","","","","","","","",""
"86174","","","","","","","","",""
"86193","","","","","","","","",""
"86197","","","","","","","","",""
"86222","","","","","","","","",""
"86249","","","","","","","","",""
"86300","","","","","","","","",""
"86318","","","","","","","","",""
"86326","","","","","","","","",""
"86351","","","","","","","","",""
"86380","","","","","","","","",""
"86389","","","","","","","","",""
"86413","","","","","","","","",""
"86452","","","","","","","","",""
"86455","","","","","","","","",""
"86495","","","","","","","","",""
"86500","","","","","","","","",""
"86520","","","","","","","","",""
"86554","","","","","","","","",""
"86564","","","","","","","","",""
"86590","","","","","","","","",""
"86599","","","","","","","","",""
"86625","","","","","","","","",""
"86705","","","","","","","","",""
"86716","","","","","","","","",""
"86777","","","","","","","","",""
"86785","","","","","","","","",""
"86810","","","","","","","","",""
"86818","","","","","","","","",""
"86848","","","","","","","","",""
"86851","","","","","","","","",""
"86853","","","","","","","","",""
"86858","","","","","","","","",""
"86881","","","","","","","","",""
"86899","","","","","","","","",""
"86921","","","","","","","","",""
"86925","","","","","","","","",""
"86929","","","","","","","","",""
"86956","","","","","","","","",""
"86961","","","","","","","","",""
"86994","","","","","","","","",""
"87000","","","","","","","","",""
"87006","","","","","","","","",""
"87015","","","","","","","","",""
"87029","","","","","","","","",""
"87057","","","","","","","","",""
"87063","","","","","","","","",""
"87092","","","","","","","","",""
"87122","","","","","","","","",""
"87124","0.3894133980004315","0.3894133980004315","0.3894133980004315","0.36877045318265644","0.36877045318265644","0.36877045318265644","0.16243814193943398","0.16243814193943398","0.16243814193943398"
"87129","","","","","","","","",""
"87147","","","","","","","","",""
"87151","","","","","","","","",""
"87154","","","","","","","","",""
"87155","","","","","","","","",""
"87174","","","","","","","","",""
"87251","","","","","","","","",""
"87260","","","","","","","","",""
"87292","","","","","","","","",""
"87293","","","","","","","","",""
"87298","","","","","","","","",""
"87301","","","","","","","","",""
"87306","","","","","","","","",""
"87317","","","","","","","","",""
"87318","","","","","","","","",""
"87321","","","","","","","","",""
"87362","","","","","","","","",""
"87395","","","","","","","","",""
"87402","","","","","","","","",""
"87425","","","","","","","","",""
"87429","","","","","","","","",""
"87459","","","","","","","","",""
"87502","","","","","","","","",""
"87503","","","","","","","","",""
"87512","","","","","","","","",""
"87522","","","","","","","","",""
"87536","","","","","","","","",""
"87538","","","","","","","","",""
"87583","","","","","","","","",""
"87605","","","","","","","","",""
"87611","","","","","","","","",""
"87684","","","","","","","","",""
"87709","","","","","","","","",""
"87732","","","","","","","","",""
"87733","","","","","","","","",""
"87741","","","","","","","","",""
"87745","","","","","","","","",""
"87746","","","","","","","","",""
"87749","","","","","","","","",""
"87774","","","","","","","","",""
"87801","","","","","","","","",""
"87806","","","","","","","","",""
"87812","","","","","","","","",""
"87819","","","","","","","","",""
"87824","","","","","","","","",""
"87843","","","","","","","","",""
"87872","","","","","","","","",""
"87911","","","","","","","","",""
"87914","","","","","","","","",""
"87966","","","","","","","","",""
"88042","","","","","","","","",""
"88084","","","","","","","","",""
"88104","","","","","","","","",""
"88116","","","","","","","","",""
"88118","","","","","","","","",""
"88120","","","","","","","","",""
"88132","","","","","","","","",""
"88149","0.20515162495307943","0.20515162495307943","0.20515162495307943","0.371418141084229","0.371418141084229","0.371418141084229","0.20311899661907895","0.20311899661907895","0.20311899661907895"
"88163","","","","","","","","",""
"88169","","","","","","","","",""
"88173","","","","","","","","",""
"88177","","","","","","","","",""
"88223","","","","","","","","",""
"88234","","","","","","","","",""
"88240","","","","","","","","",""
"88253","","","","","","","","",""
"88265","","","","","","","","",""
"88267","","","","","","","","",""
"88274","","","","","","","","",""
"88291","","","","","","","","",""
"88294","","","","","","","","",""
"88298","","","","","","","","",""
"88304","","","","","","","","",""
"88319","","","","","","","","",""
"88323","","","","","","","","",""
"88329","","","","","","","","",""
"88340","","","","","","","","",""
"88367","","","","","","","","",""
"88380","","","","","","","","",""
"88393","","","","","","","","",""
"88399","","","","","","","","",""
"88444","","","","","","","","",""
"88494","","","","","","","","",""
"88496","","","","","","","","",""
"88520","","","","","","","","",""
"88536","","","","","","","","",""
"88619","","","","","","","","",""
"88624","","","","","","","","",""
"88626","","","","","","","","",""
"88641","","","","","","","","",""
"88642","","","","","","","","",""
"88644","","","","","","","","",""
"88667","","","","","","","","",""
"88714","","","","","","","","",""
"88722","","","","","","","","",""
"88740","","","","","","","","",""
"88749","","","","","","","","",""
"88753","","","","","","","","",""
"88760","","","","","","","","",""
"88793","","","","","","","","",""
"88825","","","","","","","","",""
"88863","","","","","","","","",""
"88868","","","","","","","","",""
"88882","","","","","","","","",""
"88887","","","","","","","","",""
"88917","","","","","","","","",""
"88932","","","","","","","","",""
"88941","","","","","","","","",""
"89008","","","","","","","","",""
"89022","","","","","","","","",""
"89035","","","","","","","","",""
"89057","","","","","","","","",""
"89077","","","","","","","","",""
"89081","","","","","","","","",""
"89084","","","","","","","","",""
"89094","","","","","","","","",""
"89101","","","","","","","","",""
"89108","","","","","","","","",""
"89116","","","","","","","","",""
"89122","","","","","","","","",""
"89161","","","","","","","","",""
"89165","","","","","","","","",""
"89167","","","","","","","","",""
"89174","0.24831287821210565","0.24831287821210565","0.24831287821210565","0.3782774942095568","0.3782774942095568","0.3782774942095568","0.23857558676214025","0.23857558676214025","0.23857558676214025"
"89225","","","","","","","","",""
"89240","","","","","","","","",""
"89274","","","","","","","","",""
"89328","","","","","","","","",""
"89351","","","","","","","","",""
"89372","","","","","","","","",""
"89380","","","","","","","","",""
"89404","","","","","","","","",""
"89413","","","","","","","","",""
"89435","","","","","","","","",""
"89436","","","","","","","","",""
"89437","","","","","","","","",""
"89464","","","","","","","","",""
"89483","","","","","","","","",""
"89494","","","","","","","","",""
"89500","","","","","","","","",""
"89502","","","","","","","","",""
"89507","","","","","","","","",""
"89520","","","","","","","","",""
"89525","","","","","","","","",""
"89562","","","","","","","","",""
"89603","","","","","","","","",""
"89625","","","","","","","","",""
"89646","","","","","","","","",""
"89652","","","","","","","","",""
"89702","","","","","","","","",""
"89741","","","","","","","","",""
"89779","","","","","","","","",""
"89781","","","","","","","","",""
"89840","","","","","","","","",""
"89842","","","","","","","","",""
"89843","","","","","","","","",""
"89862","","","","","","","","",""
"89863","","","","","","","","",""
"89869","","","","","","","","",""
"89893","","","","","","","","",""
"89912","","","","","","","","",""
"89927","","","","","","","","",""
"89936","","","","","","","","",""
"89939","","","","","","","","",""
"89941","","","","","","","","",""
"89987","","","","","","","","",""
"90005","","","","","","","","",""
"90022","","","","","","","","",""
"90043","","","","","","","","",""
"90072","","","","","","","","",""
"90081","","","","","","","","",""
"90107","","","","","","","","",""
"90108","","","","","","","","",""
"90123","","","","","","","","",""
"90125","","","","","","","","",""
"90151","","","","","","","","",""
"90165","","","","","","","","",""
"90168","","","","","","","","",""
"90173","","","","","","","","",""
"90191","","","","","","","","",""
"90197","","","","","","","","",""
"90199","0.17701829911817657","0.17701829911817657","0.17701829911817657","0.3291811578099748","0.3291811578099748","0.3291811578099748","0.12712158226135647","0.12712158226135647","0.12712158226135647"
"90212","","","","","","","","",""
"90222","","","","","","","","",""
"90277","","","","","","","","",""
"90300","","","","","","","","",""
"90305","","","","","","","","",""
"90340","","","","","","","","",""
"90364","","","","","","","","",""
"90410","","","","","","","","",""
"90503","","","","","","","","",""
"90568","","","","","","","","",""
"90664","","","","","","","","",""
"90674","","","","","","","","",""
"90787","","","","","","","","",""
"90814","","","","","","","","",""
"90824","","","","","","","","",""
"90826","","","","","","","","",""
"90828","","","","","","","","",""
"90854","","","","","","","","",""
"90888","","","","","","","","",""
"90894","","","","","","","","",""
"90916","","","","","","","","",""
"90927","","","","","","","","",""
"90947","","","","","","","","",""
"90962","","","","","","","","",""
"90974","","","","","","","","",""
"90980","","","","","","","","",""
"90983","","","","","","","","",""
"90999","","","","","","","","",""
"91036","","","","","","","","",""
"91078","","","","","","","","",""
"91080","","","","","","","","",""
"91085","","","","","","","","",""
"91110","","","","","","","","",""
"91123","","","","","","","","",""
"91141","","","","","","","","",""
"91184","","","","","","","","",""
"91208","","","","","","","","",""
"91224","0.4756769750027825","0.4756769750027825","0.4756769750027825","0.27611499518117855","0.27611499518117855","0.27611499518117855","0.2777360496182822","0.2777360496182822","0.2777360496182822"
"91235","","","","","","","","",""
"91248","","","","","","","","",""
"91250","","","","","","","","",""
"91255","","","","","","","","",""
"91273","","","","","","","","",""
"91294","","","","","","","","",""
"91327","","","","","","","","",""
"91340","","","","","","","","",""
"91348","","","","","","","","",""
"91370","","","","","","","","",""
"91387","","","","","","","","",""
"91397","","","","","","","","",""
"91408","","","","","","","","",""
"91427","","","","","","","","",""
"91443","","","","","","","","",""
"91456","","","","","","","","",""
"91460","","","","","","","","",""
"91565","","","","","","","","",""
"91587","","","","","","","","",""
"91592","","","","","","","","",""
"91610","","","","","","","","",""
"91626","","","","","","","","",""
"91627","","","","","","","","",""
"91641","","","","","","","","",""
"91657","","","","","","","","",""
"91672","","","","","","","","",""
"91706","","","","","","","","",""
"91720","","","","","","","","",""
"91742","","","","","","","","",""
"91765","","","","","","","","",""
"91791","","","","","","","","",""
"91802","","","","","","","","",""
"91810","","","","","","","","",""
"91823","","","","","","","","",""
"91831","","","","","","","","",""
"91839","","","","","","","","",""
"91850","","","","","","","","",""
"91862","","","","","","","","",""
"91868","","","","","","","","",""
"91875","","","","","","","","",""
"91891","","","","","","","","",""
"91892","","","","","","","","",""
"91929","","","","","","","","",""
"91934","","","","","","","","",""
"91946","","","","","","","","",""
"91950","","","","","","","","",""
"91992","","","","","","","","",""
"92023","","","","","","","","",""
"92030","","","","","","","","",""
"92041","","","","","","","","",""
"92074","","","","","","","","",""
"92081","","","","","","","","",""
"92102","","","","","","","","",""
"92103","","","","","","","","",""
"92151","","","","","","","","",""
"92181","","","","","","","","",""
"92192","","","","","","","","",""
"92203","","","","","","","","",""
"92211","","","","","","","","",""
"92219","","","","","","","","",""
"92237","","","","","","","","",""
"92249","0.2382474893608586","0.2382474893608586","0.2382474893608586","0.3365544935273318","0.3365544935273318","0.3365544935273318","0.28530844785007714","0.28530844785007714","0.28530844785007714"
"92263","","","","","","","","",""
"92303","","","","","","","","",""
"92306","","","","","","","","",""
"92308","","","","","","","","",""
"92309","","","","","","","","",""
"92336","","","","","","","","",""
"92338","","","","","","","","",""
"92374","","","","","","","","",""
"92389","","","","","","","","",""
"92408","","","","","","","","",""
"92511","","","","","","","","",""
"92530","","","","","","","","",""
"92551","","","","","","","","",""
"92555","","","","","","","","",""
"92573","","","","","","","","",""
"92581","","","","","","","","",""
"92606","","","","","","","","",""
"92655","","","","","","","","",""
"92659","","","","","","","","",""
"92692","","","","","","","","",""
"92702","","","","","","","","",""
"92725","","","","","","","","",""
"92745","","","","","","","","",""
"92784","","","","","","","","",""
"92786","","","","","","","","",""
"92796","","","","","","","","",""
"92818","","","","","","","","",""
"92837","","","","","","","","",""
"92848","","","","","","","","",""
"92856","","","","","","","","",""
"92902","","","","","","","","",""
"92915","","","","","","","","",""
"92935","","","","","","","","",""
"92936","","","","","","","","",""
"92943","","","","","","","","",""
"92951","","","","","","","","",""
"92973","","","","","","","","",""
"92997","","","","","","","","",""
"93010","","","","","","","","",""
"93012","","","","","","","","",""
"93050","","","","","","","","",""
"93053","","","","","","","","",""
"93075","","","","","","","","",""
"93082","","","","","","","","",""
"93087","","","","","","","","",""
"93110","","","","","","","","",""
"93119","","","","","","","","",""
"93166","","","","","","","","",""
"93225","","","","","","","","",""
"93250","","","","","","","","",""
"93256","","","","","","","","",""
"93274","0.45404556231949017","0.45404556231949017","0.45404556231949017","0.2643267526851917","0.2643267526851917","0.2643267526851917","0.18490061165604182","0.18490061165604182","0.18490061165604182"
"93279","","","","","","","","",""
"93292","","","","","","","","",""
"93305","","","","","","","","",""
"93317","","","","","","","","",""
"93325","","","","","","","","",""
"93344","","","","","","","","",""
"93382","","","","","","","","",""
"93389","","","","","","","","",""
"93456","","","","","","","","",""
"93464","","","","","","","","",""
"93468","","","","","","","","",""
"93470","","","","","","","","",""
"93475","","","","","","","","",""
"93482","","","","","","","","",""
"93489","","","","","","","","",""
"93500","","","","","","","","",""
"93524","","","","","","","","",""
"93561","","","","","","","","",""
"93578","","","","","","","","",""
"93615","","","","","","","","",""
"93671","","","","","","","","",""
