"Step","pca_resnet - episode_reward","pca_resnet - episode_reward__MIN","pca_resnet - episode_reward__MAX","complete_frozen_low_lr - episode_reward","complete_frozen_low_lr - episode_reward__MIN","complete_frozen_low_lr - episode_reward__MAX","cnn_scratch - episode_reward","cnn_scratch - episode_reward__MIN","cnn_scratch - episode_reward__MAX"
"16516","","","","","","","","",""
"16529","","","","","","","","",""
"16530","","","","","","","","",""
"16540","","","","","","","","",""
"16541","","","","","","","","",""
"16544","","","","","","","","",""
"16554","","","","","","","","",""
"16556","","","","","","","","",""
"16617","","","","","","","","",""
"16621","","","","","","","","",""
"16623","","","","","","","","",""
"16628","","","","","","","","",""
"16630","","","","","","","","",""
"16636","","","","","","","","",""
"16649","","","","","","","","",""
"16655","","","","","","","","",""
"16672","","","","","","","","",""
"16693","","","","","","","","",""
"16724","","","","","","","","",""
"16731","","","","","","","","",""
"16734","","","","","","","","",""
"16736","","","","","","","","",""
"16739","","","","","","","","",""
"16758","","","","","","","","",""
"16783","","","","","","","","",""
"16814","","","","","","","","",""
"16822","","","","","","","","",""
"16853","","","","","","","","",""
"16884","","","","","","","","",""
"16892","","","","","","","","",""
"16901","","","","","","","","",""
"16916","","","","","","","","",""
"16918","","","","","","","","",""
"17006","","","","","","","","",""
"17063","","","","","","","","",""
"17113","","","","","","","","",""
"17132","","","","","","","","",""
"17168","","","","","","","","",""
"17206","","","","","","","","",""
"17225","","","","","","","","",""
"17256","","","","","","","","",""
"17285","","","","","","","","",""
"17306","","","","","","","","",""
"17312","","","","","","","","",""
"17328","","","","","","","","",""
"17331","","","","","","","","",""
"17336","","","","","","","","",""
"17345","","","","","","","","",""
"17383","","","","","","","","",""
"17386","","","","","","","","",""
"17389","","","","","","","","",""
"17399","","","","","","","","",""
"17408","","","","","","","","",""
"17424","0.1772813677336587","0.1772813677336587","0.1772813677336587","0.23745661399463344","0.23745661399463344","0.23745661399463344","0.1292185474389133","0.1292185474389133","0.1292185474389133"
"17430","","","","","","","","",""
"17466","","","","","","","","",""
"17482","","","","","","","","",""
"17499","","","","","","","","",""
"17517","","","","","","","","",""
"17521","","","","","","","","",""
"17565","","","","","","","","",""
"17571","","","","","","","","",""
"17620","","","","","","","","",""
"17633","","","","","","","","",""
"17657","","","","","","","","",""
"17682","","","","","","","","",""
"17684","","","","","","","","",""
"17688","","","","","","","","",""
"17689","","","","","","","","",""
"17701","","","","","","","","",""
"17734","","","","","","","","",""
"17749","","","","","","","","",""
"17762","","","","","","","","",""
"17767","","","","","","","","",""
"17784","","","","","","","","",""
"17795","","","","","","","","",""
"17835","","","","","","","","",""
"17840","","","","","","","","",""
"17944","","","","","","","","",""
"17949","","","","","","","","",""
"17952","","","","","","","","",""
"17994","","","","","","","","",""
"18022","","","","","","","","",""
"18085","","","","","","","","",""
"18090","","","","","","","","",""
"18144","","","","","","","","",""
"18180","","","","","","","","",""
"18204","","","","","","","","",""
"18253","","","","","","","","",""
"18264","","","","","","","","",""
"18307","","","","","","","","",""
"18318","","","","","","","","",""
"18333","","","","","","","","",""
"18346","","","","","","","","",""
"18363","","","","","","","","",""
"18404","","","","","","","","",""
"18415","","","","","","","","",""
"18449","0.17650781952658823","0.17650781952658823","0.17650781952658823","0.2093059026828827","0.2093059026828827","0.2093059026828827","0.10789693272367111","0.10789693272367111","0.10789693272367111"
"18455","","","","","","","","",""
"18486","","","","","","","","",""
"18499","","","","","","","","",""
"18549","","","","","","","","",""
"18550","","","","","","","","",""
"18570","","","","","","","","",""
"18576","","","","","","","","",""
"18589","","","","","","","","",""
"18593","","","","","","","","",""
"18619","","","","","","","","",""
"18666","","","","","","","","",""
"18671","","","","","","","","",""
"18691","","","","","","","","",""
"18704","","","","","","","","",""
"18721","","","","","","","","",""
"18780","","","","","","","","",""
"18799","","","","","","","","",""
"18802","","","","","","","","",""
"18817","","","","","","","","",""
"18819","","","","","","","","",""
"18843","","","","","","","","",""
"18869","","","","","","","","",""
"18871","","","","","","","","",""
"18878","","","","","","","","",""
"18893","","","","","","","","",""
"18912","","","","","","","","",""
"18989","","","","","","","","",""
"19002","","","","","","","","",""
"19039","","","","","","","","",""
"19092","","","","","","","","",""
"19125","","","","","","","","",""
"19166","","","","","","","","",""
"19196","","","","","","","","",""
"19265","","","","","","","","",""
"19295","","","","","","","","",""
"19296","","","","","","","","",""
"19387","","","","","","","","",""
"19388","","","","","","","","",""
"19413","","","","","","","","",""
"19415","","","","","","","","",""
"19449","","","","","","","","",""
"19470","","","","","","","","",""
"19474","0.2300515927834217","0.2300515927834217","0.2300515927834217","0.1891398873217683","0.1891398873217683","0.1891398873217683","0.10901973815036511","0.10901973815036511","0.10901973815036511"
"19477","","","","","","","","",""
"19480","","","","","","","","",""
"19493","","","","","","","","",""
"19506","","","","","","","","",""
"19528","","","","","","","","",""
"19545","","","","","","","","",""
"19547","","","","","","","","",""
"19581","","","","","","","","",""
"19584","","","","","","","","",""
"19591","","","","","","","","",""
"19617","","","","","","","","",""
"19658","","","","","","","","",""
"19659","","","","","","","","",""
"19675","","","","","","","","",""
"19703","","","","","","","","",""
"19711","","","","","","","","",""
"19760","","","","","","","","",""
"19786","","","","","","","","",""
"19804","","","","","","","","",""
"19840","","","","","","","","",""
"19863","","","","","","","","",""
"19877","","","","","","","","",""
"19882","","","","","","","","",""
"19898","","","","","","","","",""
"19899","","","","","","","","",""
"19905","","","","","","","","",""
"19910","","","","","","","","",""
"19915","","","","","","","","",""
"19923","","","","","","","","",""
"19928","","","","","","","","",""
"19934","","","","","","","","",""
"19936","","","","","","","","",""
"19938","","","","","","","","",""
"19980","","","","","","","","",""
"20053","","","","","","","","",""
"20119","","","","","","","","",""
"20129","","","","","","","","",""
"20183","","","","","","","","",""
"20191","","","","","","","","",""
"20207","","","","","","","","",""
"20208","","","","","","","","",""
"20240","","","","","","","","",""
"20248","","","","","","","","",""
"20265","","","","","","","","",""
"20314","","","","","","","","",""
"20371","","","","","","","","",""
"20385","","","","","","","","",""
"20396","","","","","","","","",""
"20420","","","","","","","","",""
"20424","","","","","","","","",""
"20434","","","","","","","","",""
"20436","","","","","","","","",""
"20441","","","","","","","","",""
"20461","","","","","","","","",""
"20462","","","","","","","","",""
"20499","0.2227482357819747","0.2227482357819747","0.2227482357819747","0.19059845391294455","0.19059845391294455","0.19059845391294455","0.08830877750428025","0.08830877750428025","0.08830877750428025"
"20534","","","","","","","","",""
"20576","","","","","","","","",""
"20578","","","","","","","","",""
"20606","","","","","","","","",""
"20654","","","","","","","","",""
"20658","","","","","","","","",""
"20666","","","","","","","","",""
"20694","","","","","","","","",""
"20712","","","","","","","","",""
"20724","","","","","","","","",""
"20762","","","","","","","","",""
"20794","","","","","","","","",""
"20796","","","","","","","","",""
"20819","","","","","","","","",""
"20827","","","","","","","","",""
"20832","","","","","","","","",""
"20834","","","","","","","","",""
"20853","","","","","","","","",""
"20867","","","","","","","","",""
"20871","","","","","","","","",""
"20925","","","","","","","","",""
"20970","","","","","","","","",""
"20977","","","","","","","","",""
"21046","","","","","","","","",""
"21047","","","","","","","","",""
"21050","","","","","","","","",""
"21055","","","","","","","","",""
"21083","","","","","","","","",""
"21092","","","","","","","","",""
"21101","","","","","","","","",""
"21117","","","","","","","","",""
"21143","","","","","","","","",""
"21148","","","","","","","","",""
"21159","","","","","","","","",""
"21163","","","","","","","","",""
"21193","","","","","","","","",""
"21283","","","","","","","","",""
"21313","","","","","","","","",""
"21323","","","","","","","","",""
"21337","","","","","","","","",""
"21356","","","","","","","","",""
"21409","","","","","","","","",""
"21473","","","","","","","","",""
"21490","","","","","","","","",""
"21492","","","","","","","","",""
"21494","","","","","","","","",""
"21499","","","","","","","","",""
"21504","","","","","","","","",""
"21524","0.23287991736811228","0.23287991736811228","0.23287991736811228","0.20737514237558352","0.20737514237558352","0.20737514237558352","0.09923079604815997","0.09923079604815997","0.09923079604815997"
"21546","","","","","","","","",""
"21573","","","","","","","","",""
"21589","","","","","","","","",""
"21638","","","","","","","","",""
"21665","","","","","","","","",""
"21666","","","","","","","","",""
"21692","","","","","","","","",""
"21729","","","","","","","","",""
"21855","","","","","","","","",""
"21865","","","","","","","","",""
"21875","","","","","","","","",""
"21889","","","","","","","","",""
"21897","","","","","","","","",""
"21914","","","","","","","","",""
"21919","","","","","","","","",""
"21946","","","","","","","","",""
"21952","","","","","","","","",""
"21954","","","","","","","","",""
"21984","","","","","","","","",""
"22023","","","","","","","","",""
"22027","","","","","","","","",""
"22064","","","","","","","","",""
"22075","","","","","","","","",""
"22086","","","","","","","","",""
"22087","","","","","","","","",""
"22140","","","","","","","","",""
"22228","","","","","","","","",""
"22244","","","","","","","","",""
"22271","","","","","","","","",""
"22284","","","","","","","","",""
"22308","","","","","","","","",""
"22311","","","","","","","","",""
"22316","","","","","","","","",""
"22357","","","","","","","","",""
"22360","","","","","","","","",""
"22426","","","","","","","","",""
"22466","","","","","","","","",""
"22485","","","","","","","","",""
"22486","","","","","","","","",""
"22492","","","","","","","","",""
"22526","","","","","","","","",""
"22534","","","","","","","","",""
"22549","0.20168352730763642","0.20168352730763642","0.20168352730763642","0.20880722535602514","0.20880722535602514","0.20880722535602514","0.10881886036222554","0.10881886036222554","0.10881886036222554"
"22551","","","","","","","","",""
"22565","","","","","","","","",""
"22577","","","","","","","","",""
"22634","","","","","","","","",""
"22688","","","","","","","","",""
"22713","","","","","","","","",""
"22715","","","","","","","","",""
"22717","","","","","","","","",""
"22729","","","","","","","","",""
"22735","","","","","","","","",""
"22780","","","","","","","","",""
"22806","","","","","","","","",""
"22832","","","","","","","","",""
"22837","","","","","","","","",""
"22846","","","","","","","","",""
"22848","","","","","","","","",""
"22861","","","","","","","","",""
"22866","","","","","","","","",""
"22869","","","","","","","","",""
"22916","","","","","","","","",""
"22956","","","","","","","","",""
"22958","","","","","","","","",""
"22960","","","","","","","","",""
"22977","","","","","","","","",""
